recording_id,user_id,segment_start,segment_end,disfluency_type,transcription_snippet,audio_url,audio_segment_path
350347,229645,426.99,428.76,filler,ओके,https://storage.googleapis.com/upload_goai/460430/350347_audio.wav,
269794,9910,0.32,5.18,filler,हाँ ठीक है ठीक है अह क्योंकि नीचे कुछ और टॉपिक दिए थे इसलिए मैं पूछ रहा था,https://storage.googleapis.com/upload_goai/377371/269794_audio.wav,
269794,9910,9.89,21.98,filler,हां तो हाँ हाँ तो आह बताइए आपको मतलब कैसा रहा फिर मैं बताता हूँ अपना वाला कि आपका कैसा रहा आपने कब आपको आह इतना मतलब याद है ।,https://storage.googleapis.com/upload_goai/377371/269794_audio.wav,
269794,9910,29.93,38.81,filler,ओके चलिए ठीक है मैं करता हु स्टार्ट मैं क्योंकि छोटे से स्टार्ट करूंगा क्योंकि हमें वही हमारा पहला त्योहार था जब हम छोटे थे है न,https://storage.googleapis.com/upload_goai/377371/269794_audio.wav,
269794,9910,57.38,72.17,filler,उम्म डैडी को ले करके जाते थे और वहां से फ़टाखे वगैरह ले करके आते थे और अ जोश काफी ज्यादा रहता था हमेशा से ही क्योंकि अ अ मुझे ज्यादा तो इतना याद नहीं है क्योंकि अ काफी टाइम हो चुका है बट इतना याद है कि हाँ जोश,https://storage.googleapis.com/upload_goai/377371/269794_audio.wav,
269794,9910,57.38,72.17,repetition,उम्म डैडी को ले करके जाते थे और वहां से फ़टाखे वगैरह ले करके आते थे और अ जोश काफी ज्यादा रहता था हमेशा से ही क्योंकि अ अ मुझे ज्यादा तो इतना याद नहीं है क्योंकि अ काफी टाइम हो चुका है बट इतना याद है कि हाँ जोश,https://storage.googleapis.com/upload_goai/377371/269794_audio.wav,
269794,9910,72.26,84.65,filler,काफी ज्यादा था हम्म और आह जैसे हम पटाखें वगैरह ले कर आए तो आह जैसे इक वो होता है ना कि आह एक लीडर की तरह मतलब हमारे पास कोई चीज ह होती है बट बाकि लोगों के पास नहीं है वो चीज़,https://storage.googleapis.com/upload_goai/377371/269794_audio.wav,
269794,9910,72.26,84.65,repetition,काफी ज्यादा था हम्म और आह जैसे हम पटाखें वगैरह ले कर आए तो आह जैसे इक वो होता है ना कि आह एक लीडर की तरह मतलब हमारे पास कोई चीज ह होती है बट बाकि लोगों के पास नहीं है वो चीज़,https://storage.googleapis.com/upload_goai/377371/269794_audio.wav,
269794,9910,99.44,109.49,filler,आ क्या होता था की जो लोकल दुकान शॉप वगैरह होती थी जहां हम एक दो पांच रुपये के पटाखे ले सकते थे क्योंकि बीस साल या फिर में कहूँ कि अठारह साल पहले ऐसा ही था कि मतलब,https://storage.googleapis.com/upload_goai/377371/269794_audio.wav,
269794,9910,99.44,109.49,repetition,आ क्या होता था की जो लोकल दुकान शॉप वगैरह होती थी जहां हम एक दो पांच रुपये के पटाखे ले सकते थे क्योंकि बीस साल या फिर में कहूँ कि अठारह साल पहले ऐसा ही था कि मतलब,https://storage.googleapis.com/upload_goai/377371/269794_audio.wav,
269794,9910,147.11,161.03,filler,आप जब भी उसको याद करते हैं उसके बारे में अ बात करते हैं तो एक अलग ही लेवल का एक अ फील आता है अंदर से कि हां यह ऐसा भी टाइम था कि हमारे पास दो रुपए होते थे हम उसमें बहुत खुश होते थे कि हां चलो दो रुपए मिल गए और वह पटाखे ले करके आते थे,https://storage.googleapis.com/upload_goai/377371/269794_audio.wav,
269794,9910,175.79,188.66,filler,तब जाकर शायद एक बार ही फटता था क्योंकि डर बहुत ज़्यादा लगता था और आ अ डर के साथ साथ कभी आ इतना ज़्यादा कुछ किया नहीं था या फिर कहें कि कभी फोड़े नहीं थे तो पता नहीं था कि कैसे फोड़े जाते हैं,https://storage.googleapis.com/upload_goai/377371/269794_audio.wav,
269794,9910,189.26,194.18,filler,तो मेरा शायद अहह इसी प्रकार से मेरा अहह फर्स्ट दिवाली का अनुभव रहा है,https://storage.googleapis.com/upload_goai/377371/269794_audio.wav,
269794,9910,198.68,199.04,filler,हम्म,https://storage.googleapis.com/upload_goai/377371/269794_audio.wav,
269794,9910,235.46,236.0,filler,हम्म हम्म उह उह .,https://storage.googleapis.com/upload_goai/377371/269794_audio.wav,
269794,9910,235.46,236.0,repetition,हम्म हम्म उह उह .,https://storage.googleapis.com/upload_goai/377371/269794_audio.wav,
269794,9910,244.34,246.35,filler,हम्म हम्म हम,https://storage.googleapis.com/upload_goai/377371/269794_audio.wav,
269794,9910,343.37,356.6,filler,हाँ तो यह चीज तो मेरे साथ भी मतलब ऐसी होती थी कि मतलब अह जैसे कि मेला वगैरह लगा है ना तो उसमें जाकर के और खिलोने ले के आते थे और मतलब काफी सारे खिलोने लिए और एक,https://storage.googleapis.com/upload_goai/377371/269794_audio.wav,
269794,9910,356.6,370.94,filler,एक बॉक्स टाइप के था उसमें सारे आह ले करके रख दिए दस बीस मिनट खेले और सारे फैला दिए घर में और फुरसत बस जब तक फैलेंगे नहीं तब तक मतलब ऐसा होता था कि खेला ही नहीं अब फैला है पूरे घर में और छोड़कर भाग जाते थे,https://storage.googleapis.com/upload_goai/377371/269794_audio.wav,
269794,9910,371.36,384.47,filler,"ये होता था ज्यादातर अ मेरे साथ में और वैसे ऐसा था कि थोड़ा लाड़ प्यार में थोड़ा मैं पड़ा पला बड़ा हूँ, तो ये चीज थी कि मुझे चीज अ थोड़ी ज्यादा आसानी से मिल जाती थी बट ऐसा नहीं था, कि मतलब आ उतना भी आसानी से बट हाँ।",https://storage.googleapis.com/upload_goai/377371/269794_audio.wav,
269794,9910,413.66,422.09,repetition,तो काफी चीज आती भी थी जो गोलियां वगैरह होती थी आपने देखिए चॉकलेट वगैरह वह एक की चार आती थी है ना ऐसा होता था अब तो पांच दस दस रुपए की एक चॉकलेट आतीं हैं,https://storage.googleapis.com/upload_goai/377371/269794_audio.wav,
269794,9910,436.73,437.36,filler,हम्म हम्म।,https://storage.googleapis.com/upload_goai/377371/269794_audio.wav,
269794,9910,470.69,476.93,filler,हु म क्या बिहार से हो मतलब बिहार से ऐसा होता है मतलब कि बिहार की लोग ज़्यादातर ये छट पूजा,https://storage.googleapis.com/upload_goai/377371/269794_audio.wav,
269383,91223,18.17,31.61,filler,आप स्टार्टिंग करिये फिर म् फिर आप स्टार्टिंग करोगे तो फिर धीरेधीरे मुझको भी याद आएगा मैं भी बताऊंगी हम्म,https://storage.googleapis.com/upload_goai/377371/269383_audio.wav,
269383,91223,39.71,40.58,repetition,हम हम,https://storage.googleapis.com/upload_goai/377371/269383_audio.wav,
269383,91223,83.99,94.01,repetition,हुंह हूंह हां हां,https://storage.googleapis.com/upload_goai/377371/269383_audio.wav,
269383,91223,126.65,127.46,filler,हम्म,https://storage.googleapis.com/upload_goai/377371/269383_audio.wav,
269383,91223,133.76,141.17,filler,हम्म हम्म हाँ हाँ,https://storage.googleapis.com/upload_goai/377371/269383_audio.wav,
269383,91223,171.05,179.66,filler,कोशिश करते थे हां वो जलता हां हम्म,https://storage.googleapis.com/upload_goai/377371/269383_audio.wav,
269383,91223,206.03,219.62,repetition,क्या होता था की जब हमलोग छोटे थे तो इतना पैसा नहीं होता था तब भी तो हम लोग मतलब मतलब क्या होता था कि मेरे घर पर वैसा कोई इनकम नहीं था तो मेले में न दे जब हमलोग जाते थे सबको देखते थे कि,https://storage.googleapis.com/upload_goai/377371/269383_audio.wav,
269383,91223,265.91,280.91,repetition,मतलब शाम में हम लोग उसको खेलते थे फिर मम्मी उसको रख देती थी फिर जब अ मतलब ये नवरात्रि वाला आता था फिर उसको वो निकालती थी मतलब हम लोग उस खिलौने को कई सालों तक उसको सम्भाल के मम्मी रखती थीं क्योंकि उस टाइम ऐसा ही था कि मतलब हम लोग।,https://storage.googleapis.com/upload_goai/377371/269383_audio.wav,
269383,91223,325.1,339.47,filler,हम्म तो जैसे हम लोग एक ही घर में एक पले बढे हैं तो इसलिए मतलब ह वो अलग अपना ये सब देखते थे हम लोग ना दो अलग जोन रहता था हमारे घर में कि किसी के बच्चे तोड़फोड़ रहे हैं और हमारा बच्चा आ के रखा गया है उसको,https://storage.googleapis.com/upload_goai/377371/269383_audio.wav,
269383,91223,388.07,393.05,filler,हम्म,https://storage.googleapis.com/upload_goai/377371/269383_audio.wav,
269383,91223,398.24,407.99,filler,हम्म हम्म हम्म हम्म हम्म कुछ भी नहीं वो हम्म हम्म,https://storage.googleapis.com/upload_goai/377371/269383_audio.wav,
269383,91223,421.58,435.26,filler,हम्म सही बात है नहीं हम लोग वही दो खिलौने को ना उतनी ही एक्साइटमेंट से खेलते थे जितने हम जब शुरू में लाए थे तब तब खेलते थे क्योंकि हम लोगों के पास वही दो था। इसलिए हमलोग,https://storage.googleapis.com/upload_goai/377371/269383_audio.wav,
269383,91223,421.58,435.26,repetition,हम्म सही बात है नहीं हम लोग वही दो खिलौने को ना उतनी ही एक्साइटमेंट से खेलते थे जितने हम जब शुरू में लाए थे तब तब खेलते थे क्योंकि हम लोगों के पास वही दो था। इसलिए हमलोग,https://storage.googleapis.com/upload_goai/377371/269383_audio.wav,
269383,91223,471.59,484.7,filler,नहीं बिहार यूपी साइड दो नहीं बिहार यूपी साइड दोनों तरफ छटपूजा मनाया जाता है ना हम्म हम्म,https://storage.googleapis.com/upload_goai/377371/269383_audio.wav,
240994,216926,0.23,13.13,repetition,दूर से लेके आया रहता है तो फिर उसकी कंप्लेंट नहीं जा के जैसे मन लीजिए हम कही ट्रैवल मे जा रहे हैं बीच में एक कहीं खरीद लिए फिर चले गए तो वो शॉप पे न पहुंचेंगे ना शिकायत करेंगे लेकिन होता है कि,https://storage.googleapis.com/upload_goai/346088/240994_audio.wav,
240994,216926,22.4,36.32,filler,या करते भी हैं कि अरे वो लेके गया आपके साथ आपके यहां से वो तो खराब निकला लेकिन उस टाइम भी जोकि है कि कुछ पैकेट्स वाली चीज़े हैं जिसमें कि दुकानदार की भी गलती नहीं रहती है,https://storage.googleapis.com/upload_goai/346088/240994_audio.wav,
240994,216926,47.21,62.15,filler,उसकी गलती नहीं है फिर भी जब कस्टमर उसको ब्लेम करते हैं तो शांत रहना है शांत होकर ही अपनी बाते रखनी चाहिए कि नहीं देखिए हमें भी नहीं प हमें मतलब पैकेट के अंदर तो बैठे नहीं है कि हमें पता है।,https://storage.googleapis.com/upload_goai/346088/240994_audio.wav,
240994,216926,173.27,186.32,filler,"तो ओह ऐसा होता है, मैं आपकी इस बातों से एग्री करती हूँ हाँ अगला टॉपिक है हल निकालने का तरीका जो है कि हल निकालने का तरीका बताना",https://storage.googleapis.com/upload_goai/346088/240994_audio.wav,
240994,216926,302.93,313.58,filler,हम्म ये एक जो टॉपिक है बुरी बातों को अच्छे तरीके से बदलना धैर्य रखना तो है बहुत सारी चीजे,https://storage.googleapis.com/upload_goai/346088/240994_audio.wav,
240994,216926,353.54,368.36,repetition,हमने ऐसा उनके साथ बरताव किया पर फिर भी वो हमसे इतना अच्छे से रिस्पेक्ट फुली बात कर रहे है तो जहां तक मुझे लगता है कि ये वर्क करता है हम अगर किसी को रिस्पेक्ट दें तो बदले में हमें रिस्पेक्ट तो,https://storage.googleapis.com/upload_goai/346088/240994_audio.wav,
240994,216926,418.1,421.28,filler,भैया आपकी आवाज़ अभी भी कट रही है,https://storage.googleapis.com/upload_goai/346088/240994_audio.wav,
240994,216926,450.14,453.23,filler,आह,https://storage.googleapis.com/upload_goai/346088/240994_audio.wav,
243702,213479,68.06,82.04,repetition,जी मेरा मेरा मानना है हां मेरा मानना है सबसे पहले तो यह कि कई कई बार जो सबसे पहले अपने बताया है कि अगर हम अ ए अ एक दुकानदार के तौर पर देखें,https://storage.googleapis.com/upload_goai/346088/243702_audio.wav,
243702,213479,228.05,240.59,repetition,जी कह सकते हैं कई कई बार ऐसा भी होता है हल निकालने हाँ हल निकालने का तरीका,https://storage.googleapis.com/upload_goai/346088/243702_audio.wav,
243702,213479,253.4,267.92,filler,हां तो ऐसा नहीं है की दुकानदार हमें बिलकुल भले वो पैकेजड़ आइटम है उसमे दुकानदार की कोई गलती नहीं है पर फिर भी नहीं होता की दुकानदार हमें उस चीज़ से मना कर दे उस कंडीशन में भी जो भी संभव हो सकता है हमारी मदद करता है,https://storage.googleapis.com/upload_goai/346088/243702_audio.wav,
243702,213479,279.38,285.32,filler,हेलो जी अ अगला टॉपिक है बुरी बातों को अच्छे तरी,https://storage.googleapis.com/upload_goai/346088/243702_audio.wav,
243702,213479,279.38,285.32,repetition,हेलो जी अ अगला टॉपिक है बुरी बातों को अच्छे तरी,https://storage.googleapis.com/upload_goai/346088/243702_audio.wav,
243702,213479,299.84,312.92,repetition,जी आ हां वो थोड़ी सी नेटवर्क कनेक्टिविटी की दिक्कत जी जी,https://storage.googleapis.com/upload_goai/346088/243702_audio.wav,
243702,213479,421.94,425.87,filler,आह. अभी ठीक है।,https://storage.googleapis.com/upload_goai/346088/243702_audio.wav,
243702,213479,435.8,438.14,repetition,नही नही आप आप बोल रहे थे आप कंटिनयु कीजिए,https://storage.googleapis.com/upload_goai/346088/243702_audio.wav,
537776,219813,40.98,55.38,repetition,तो बचपन में हम सोचते थे कि भविष्य में जाकर हम बहुत ज्यादा ऐसे कार्य करेंगे जिससे कि लोगों से में प्रोत्साहन मिले लोग हम हमें एक अपना आई डियल आईडल माने,https://storage.googleapis.com/upload_goai/657859/537776_audio.wav,
537776,219813,55.53,70.2,repetition,जैसे कि कभी हम सोक्स सोचते थे हम ऐसे डॉक्टर बनेंगे जो सभी का फ्री में इलाज करेंगे हम एक ऐसे इंजीनियर बनेंगे जो ऐसे सॉफ्टवेयर बनाएंगे ऐसे गैजेट्स बनाएंगे जिनका इस्तेमाल इस्तेमाल,https://storage.googleapis.com/upload_goai/657859/537776_audio.wav,
537776,219813,135.12,135.63,filler,हम्म जी,https://storage.googleapis.com/upload_goai/657859/537776_audio.wav,
537776,219813,245.85,260.22,filler,लेते हैं अगर किसान किसी फ़सल को बोता है तो उसके पीछे कई मेहनत होती हैं वह सुबह जल्दी उठता है बड़ी उत्साह के साथ अं उठता है और अपनी खेत की साफ सफाई करता है उसमें अलगअलग तरह के,https://storage.googleapis.com/upload_goai/657859/537776_audio.wav,
537776,219813,298.11,310.68,filler,तो पहले क्या होता था हम उम्म ऐसे सोचते थे कि कोई भी अगर हमें सफलता प्राप्त करनी है तो उसके लिए हमें मेहनत करनी पड़ेगी लेकिन जैसेजैसे हम बड़े हुए,https://storage.googleapis.com/upload_goai/657859/537776_audio.wav,
537776,219813,324.6,338.97,repetition,"काम में तो आएगी, लेकिन उतना ज्यादा इफेक्टिव नहीं होगी, जैसे कि हम बोर्ड एग्जाम का मान ले, तो उसमें क्या होता है, कि अगर हम पूरी किताब को बड़ी सीरियसली पढ़ेंगे, तो उसमें उतना ज्यादा हम",https://storage.googleapis.com/upload_goai/657859/537776_audio.wav,
537776,219813,497.7,511.83,repetition,अगर परिवार मोटिवेट नहीं करेगा तो कोई भी व्यक्ति उतना ज्यादा परिवार नहीं करेगा वह बीच में अपने लक्ष्य को सोच सके है लेकिन एक परिवार होता है जो उसको समय समय पर मोटिवेट करते,https://storage.googleapis.com/upload_goai/657859/537776_audio.wav,
537776,219813,617.91,626.82,repetition,तो हमारे पॉइंट्स सभी पूरे हो चुके हैं और हमें आप से बात करकर बहुत अच्छा लगा धन्यवाद,https://storage.googleapis.com/upload_goai/657859/537776_audio.wav,
537983,106641,16.41,24.12,repetition,सही कहा आपने सपने तो सभी देखते हैं और बहुत तरीके के देखते हैं पर कुछ ही सपने लक्ष्य बन पाते हैं.,https://storage.googleapis.com/upload_goai/657859/537983_audio.wav,
537983,106641,197.34,211.98,filler,आज मुझे उठ करके इस लक्ष को प्रात करना है। वैसे ही मैं हर दिन कोई छोटा लक्ष लेकर ही उठता हूँ और उत्साहित हो जाता हूँ कि आज दिन भर में मुझे ये लक्ष पूरा करना है।,https://storage.googleapis.com/upload_goai/657859/537983_audio.wav,
537983,106641,453.21,467.43,filler,जी सही बात परिवार का जो साथ होता है या बल होता है वही सबसे ज़्यादा आपकी मदद करता है आपके लक्ष प्राप्ति में क्योंकि परिवार ही आपको सबसे पहले लक्ष्य,https://storage.googleapis.com/upload_goai/657859/537983_audio.wav,
537983,106641,467.46,482.43,repetition,के प्रति आपको जागरुक करता है आपको प्रेरणा देता है अगर आप लक्ष्य प्राप्ति में कुछ भी कठनाईयों का सामना कर रहे हैं तो उसमें आपका परिवार ही होता है जो आपका साथ देता है और मान लो आप अपने लक्ष्य से,https://storage.googleapis.com/upload_goai/657859/537983_audio.wav,
630221,224820,87.83,88.37,repetition,हम हम,https://storage.googleapis.com/upload_goai/756383/630221_audio.wav,
630221,224820,132.53,144.83,filler,हां गुलदस्ता गुलदस्ता मतलब वही गुलदस्ता जो कहते हैं गुलदस्ता बनाते हैं हम् हम्,https://storage.googleapis.com/upload_goai/756383/630221_audio.wav,
630221,224820,163.1,163.58,filler,हुह हुह,https://storage.googleapis.com/upload_goai/756383/630221_audio.wav,
630221,224820,163.1,163.58,repetition,हुह हुह,https://storage.googleapis.com/upload_goai/756383/630221_audio.wav,
630221,224820,196.55,199.19,filler,हम्म,https://storage.googleapis.com/upload_goai/756383/630221_audio.wav,
630221,224820,335.63,347.27,repetition,मतलब आपने इसका प्रशिक्षण आप आप इसका प्रशिक्षण लिए होंगे तभी तो सीखे होंगे,https://storage.googleapis.com/upload_goai/756383/630221_audio.wav,
630221,224820,452.03,466.22,filler,अभी मैने मै मैने एक यूट्यूब पे इंस्टाग्राम पे देखा था मतलब ताड़ के पत्तियों का उन्होंने अंडर गारमेंट्स बनाया था तो मैने सोचा कि मतलब वो किस तरह से क्या मतलब क्या दिखाना चाहते है,https://storage.googleapis.com/upload_goai/756383/630221_audio.wav,
630221,224820,480.41,493.43,repetition,हम इसी तरह देख रहे थे एक ऊर्फी जावेद है जो की अलगअलग अपनी फैशनों का मायने रख के ऊ अलग अलग मतलब कबाड़ से मतलब जूट के बोरे को काटकर वो अपने घर को सजाई थी जूट के बोरे से,https://storage.googleapis.com/upload_goai/756383/630221_audio.wav,
630221,224820,503.9,518.03,filler,"हैवी कॉल से विभिन्न आकृतियों का निर्माण करती थी, ई ई ये भी ऐ भी डाइकॉन में ही आता है। तो इसके ऊपर मैं चर्चा करता हूँ जैसे कि आप देख रहे है। समान औजार से भी हम काम करते हैं। हैं न",https://storage.googleapis.com/upload_goai/756383/630221_audio.wav,
630221,224820,503.9,518.03,repetition,"हैवी कॉल से विभिन्न आकृतियों का निर्माण करती थी, ई ई ये भी ऐ भी डाइकॉन में ही आता है। तो इसके ऊपर मैं चर्चा करता हूँ जैसे कि आप देख रहे है। समान औजार से भी हम काम करते हैं। हैं न",https://storage.googleapis.com/upload_goai/756383/630221_audio.wav,
630926,295513,30.68,38.33,filler,हां हम्म,https://storage.googleapis.com/upload_goai/756383/630926_audio.wav,
630926,295513,49.04,49.4,filler,हम्म,https://storage.googleapis.com/upload_goai/756383/630926_audio.wav,
630926,295513,77.45,91.82,repetition,हमें एक एक लगता है कि एक फोटो ग्राफ जो अच्छे अच्छे रहते है ना फ्लावर्स वाले या कोई थोड़े लोगों को आर्ट वाले पसंद आते है वॉल तो वहाँ पर फ्रेम बना के ना दीवारों पर रखते हैं तो आर्ट्स वॉलपेपर वो होता है आर्ट वॉलपेपर,https://storage.googleapis.com/upload_goai/756383/630926_audio.wav,
630926,295513,105.38,120.11,filler,कुछ हम घर पे बनवाते हैं यूनिक जैसा यूनिक जैसा ऐसा लगे कि जैसे कि अब ये आजकल तो देख रहे होंगे यूट्यूब पे वगैरा यह जैसे कि अह कोई बैंगल्स का अह थ्रेड घुमाकर थ्रेड पूरा उस पे घुमाकर उसको स्टोंस लगा के,https://storage.googleapis.com/upload_goai/756383/630926_audio.wav,
630926,295513,148.76,162.35,filler,हां हां हां गुलदस्ता में वही वाला बोल रही हु हां हां वही वाला बोल रही हूं मतलब आजकल क्या करते हैं वो हम्ममम वाटर बॉटल ले लेते हैं उसपे पेंट वगैरह करके उसपे स्टोन्स लगा के हम सब मार्केट से के प्लास्टिक वाले फ्लॉवर लेकर आते ना फूल,https://storage.googleapis.com/upload_goai/756383/630926_audio.wav,
630926,295513,148.76,162.35,prolongation,हां हां हां गुलदस्ता में वही वाला बोल रही हु हां हां वही वाला बोल रही हूं मतलब आजकल क्या करते हैं वो हम्ममम वाटर बॉटल ले लेते हैं उसपे पेंट वगैरह करके उसपे स्टोन्स लगा के हम सब मार्केट से के प्लास्टिक वाले फ्लॉवर लेकर आते ना फूल,https://storage.googleapis.com/upload_goai/756383/630926_audio.wav,
630926,295513,173.24,185.42,repetition,"तो इसमें ना थोड़ा सा पैटर्नस भी हम लोग गैलरी वाल्स रहते हैं, मतलब गैलरी वाल्स का मतलब हो गया कि आ ये हमारे फोटोस हमारे फोटोस का वॉलपेपर बनाके के घर में सजा के रखते हैं, और टेक्सचर का वॉलपेपर",https://storage.googleapis.com/upload_goai/756383/630926_audio.wav,
630926,295513,185.42,198.74,repetition,घर पे रखते हैं जैसे स्टीकर से हम अपना फेस स्टीकर पेंसिल से वगैरा पेंट करते हैं ना पेंटिंग या पेंसिल से आर्ट बनाते हैं उसको भी हम वॉलपेपर लगा देते हैं घर पे आर्ट बना के एक फ्रेम बनाके ढाई,https://storage.googleapis.com/upload_goai/756383/630926_audio.wav,
630926,295513,199.19,214.1,repetition,और क्राफ्ट फैब्रिक क्राफ्ट मतलब यह जो भी कु मिट्टी वाले होते है न सामान मिट्टी वाले जैसे कि मिट्टी वाले कुंडे जैसे या मिट्टी वाले जैसे सामान होते न जैसे छोटे छोटे वो भी हम करते है और मिरर डेकोरेशन मतलब आ मिरर वाले आईने वाले,https://storage.googleapis.com/upload_goai/756383/630926_audio.wav,
630926,295513,223.91,238.46,filler,वो भी हम बनाते हैं स्टोरेज ताकि ना अब किसी के घर में छोटी स्पेस रहती है कि उनको इच्छा रहती है कि आए अह मतलब इसमें अगर सेल्स बनाए तो काफी अच्छा रहता है तो वह क्या करते हैं पता है अह बड़ेबड़े लोग तो बड़ेबड़े सामान रखते लेकिन छोटे लोग नहीं रख सकते ना,https://storage.googleapis.com/upload_goai/756383/630926_audio.wav,
630926,295513,266.06,280.34,repetition,रहता है ना उसपे हम लगा के स्टिक कर के कर सकते हैं और प्लांट भी बना सकते हैं हम स्टिक करके और लाइटनिंग में इंपॉर्टेंट घर में रहता है कि घर में लाइटिंग काम आती है तो हम सोचते हैं कि लगा दे की और फ्रेम्स पर क्या करते हम लोग,https://storage.googleapis.com/upload_goai/756383/630926_audio.wav,
630926,295513,280.67,293.36,filler,"अ जो कलर कलर वाले मार्केट से लाइटिंग लेकल आते हैं। उसको वहाँ पे लगा देते हैं हम्म। कुछ भी मतलब अगर बर्थडे हो गया या किसी का एनिवर्सरी हो गया, तो हम लोग क्या करते हैं कि",https://storage.googleapis.com/upload_goai/756383/630926_audio.wav,
630926,295513,280.67,293.36,repetition,"अ जो कलर कलर वाले मार्केट से लाइटिंग लेकल आते हैं। उसको वहाँ पे लगा देते हैं हम्म। कुछ भी मतलब अगर बर्थडे हो गया या किसी का एनिवर्सरी हो गया, तो हम लोग क्या करते हैं कि",https://storage.googleapis.com/upload_goai/756383/630926_audio.wav,
630926,295513,293.42,308.42,filler,आह वहाँ पे ना एनीवल्स डे को उनको मतलब डेकरेशन के फ्लावर्स बैलून वगैरह लेके आके डेकरेट कर देते मतलब ये इतना अच्छा काफी है कि हम लोग ना डाई मतलब डाई का मतलब ये होता है खुद से हम लोग प्रिपेर करना आर्टिफिश टोटिंग शेल्फ,https://storage.googleapis.com/upload_goai/756383/630926_audio.wav,
630926,295513,339.08,346.07,filler,"ये सब को छोटा सा घर बनाना, कार्टून जो आते हैं ना उससे घर बनाना हम्म हम्म",https://storage.googleapis.com/upload_goai/756383/630926_audio.wav,
630926,295513,366.86,379.7,filler,सामान तो उसमें हम लोगों को एक तो ग्लू वाला गम चाहिए और हम जो बनाना चाहते हैं उसके शीट्स के सामान और हमें इंपोर्टेंट चीज़े होता है हम अगर उसको सजाना चाहते हैं तो स्टिकर वाले पट,https://storage.googleapis.com/upload_goai/756383/630926_audio.wav,
630926,295513,379.7,391.64,repetition,आते वो तो इंपोर्टेंट है इसको लगाने के लिए और उसके बाद हम हमें स्टोन्स रहना मिर्रर्स वगैरह आते हैं आयनेक वाले स्टिकर स्टोन्स वगैरह वह सब कुछ ना हम लोग उसे ना,https://storage.googleapis.com/upload_goai/756383/630926_audio.wav,
630926,295513,391.91,405.2,filler,"ग्लू वाले गम से अटैच कर देते हैं अटैच करने से क्या होता है कि वह उस पर चुपक जाता है तो यह सारे सामान और इसमें हमें आ सिजर भी चाहिए होती है कैंची भी हम्म हम्म हां जी, हां जी।",https://storage.googleapis.com/upload_goai/756383/630926_audio.wav,
630926,295513,445.64,453.56,filler,हम्म हम्म बिल्कुल हम्म हांजी,https://storage.googleapis.com/upload_goai/756383/630926_audio.wav,
630926,295513,462.98,469.4,filler,हम्म,https://storage.googleapis.com/upload_goai/756383/630926_audio.wav,
583544,106218,68.01,82.62,filler,ओके,https://storage.googleapis.com/upload_goai/706065/583544_audio.wav,
583544,106218,259.41,272.25,filler,एक इंसान को हो नी चाहिए मैं यह सबसे कहना चाहता हूँ कि वो वफादारी कुत्तों से सीख सकते हैं आप मतलब जिंदगी में किसी भी काम पर आपको हमेशा साथ देंगे और आपने एक बार रोटी उसके खिला दिया,https://storage.googleapis.com/upload_goai/706065/583544_audio.wav,
583544,106218,259.41,272.25,repetition,एक इंसान को हो नी चाहिए मैं यह सबसे कहना चाहता हूँ कि वो वफादारी कुत्तों से सीख सकते हैं आप मतलब जिंदगी में किसी भी काम पर आपको हमेशा साथ देंगे और आपने एक बार रोटी उसके खिला दिया,https://storage.googleapis.com/upload_goai/706065/583544_audio.wav,
583544,106218,441.69,456.24,repetition,नहीं नहीं यहां पे हमको लगता है फिफ्टी के बारे में बात करो उतना नहीं होता है हमने बहुत सड़कों पर देखा है आप के उनका मेंन उद्देश्य यहीं होता है लाभ इतने गौसालों का आपने देखा की जो मतलब इतने सारे पंडे,https://storage.googleapis.com/upload_goai/706065/583544_audio.wav,
583544,106218,488.82,500.43,filler,ये सब कहने कि बाते है अब यही है कि किसी के अंदर कोई बस सब लालची हुए जा रहै है किसी अंदर सबके अंदर भूख है पैसे पैसे भरने की,https://storage.googleapis.com/upload_goai/706065/583544_audio.wav,
583552,331421,68.7,83.46,filler,आज भी आपको मुस्कुरा देती है या सोच में डाल देती है मेरे भाई अगर मैं बात करूँ तो ऐसा सीन अभी तो मुझे कुछ खास याद आ नहीं रहा लेकिन मैं जहां तक सोच पा रहा हूँ मेरे गाओ में एक गाय थी ठीक है,https://storage.googleapis.com/upload_goai/706065/583552_audio.wav,
583552,331421,98.76,112.92,repetition,कि अब उसको ना रोटी दे पाऊंगा ना डेली देख पाऊंगा ना उसके साथ खेल पाऊंगा फिर वो चीज बहुत हर्ट करी तो भाई ये चीज मुझे बहुत सोच में डालती है आखिर क्यों आया मैं लेकिन नहीं आता तो फिर हमारे करियर पे सवाल आता,https://storage.googleapis.com/upload_goai/706065/583552_audio.wav,
583552,331421,141.66,155.16,filler,ताकि ऐसा ना हो कि भाई हमारे गेट पे कोई आया और खाली हाथ चला गया या खाली पेट चला गया ऐसा हमें अंदर से फील होता था भाई कुछ ना कुछ तो इसके लिए करें राइट तो ये चीज होती थी बाकि अगर बात,https://storage.googleapis.com/upload_goai/706065/583552_audio.wav,
